% r                      z
0.009646329              0.0068170093             
0.00964993               0.006887231              
0.00965353               0.0069584763             
0.0096571315             0.007030779              
0.009660732              0.0071041184             
0.0096643325             0.0071785273             
0.009667933              0.007254022              
0.0096715335             0.0073306183             
0.009675134              0.007408332              
0.009678735              0.0074871993             
0.009682337              0.007567217              
0.009685937              0.0076483795             
0.009689538              0.0077307243             
0.009693138              0.007814268              
0.009696739              0.007899025              
0.009700339              0.007985015              
0.00970394               0.008072254              
0.00970754               0.008160759              
0.009711143              0.008250591              
0.009714743              0.008341678              
0.009718344              0.008434082              
0.009721944              0.00852782               
0.009725545              0.00862291               
0.009729145              0.008719369              
0.009732746              0.0088172145             
0.009736346              0.008916466              
0.009739948              0.009017192              
0.009743549              0.009119308              
0.009747149              0.009222883              
0.00975075               0.009327934              
0.00975435               0.009434482              
0.009757951              0.009542544              
0.009761551              0.00965214               
0.009765152              0.009763286              
0.009768753              0.009876033              
0.009772355              0.00999037               
0.009775955              0.010106287              
0.009779556              0.010223831              
0.009783156              0.010343023              
0.009786757              0.01046388               
0.009790357              0.010586425              
0.009793958              0.010710674              
0.009797559              0.010836683              
0.00980116               0.010964405              
0.009804761              0.011093926              
0.0098083615             0.011225198              
0.009811962              0.011358278              
0.0098155625             0.011493184              
0.009819163              0.011629935              
0.009822764              0.011768591              
0.009826365              0.011909099              
0.009829965              0.012051516              
0.009833566              0.012195862              
0.009837167              0.012342198              
0.009840768              0.012490467              
0.009844368              0.0126407305             
0.009847969              0.012793008              
0.00985157               0.012947362              
0.009855171              0.013103734              
0.009858771              0.013262186              
0.009862372              0.013422739              
0.009865973              0.013585457              
0.009869574              0.013750279              
0.009873174              0.013917268              
0.009876775              0.014086449              
0.009880376              0.014257885              
0.009883977              0.014431512              
0.009887577              0.014607396              
0.0098911775             0.014785561              
0.009894778              0.014966029              
0.009898379              0.015148871              
0.00990198               0.015334015              
0.009905581              0.015521579              
0.009909182              0.015711492              
0.009912782              0.015903825              
0.009916383              0.016098598              
0.009919983              0.016295841              
0.009923584              0.016495572              
0.009927184              0.016697817              
0.009930786              0.016902654              
0.009934387              0.017110055              
0.009937988              0.017319988              
0.009941588              0.017532535              
0.009945189              0.017747715              
0.009948789              0.017965555              
0.00995239               0.018193                 
0.00995599               0.018433724              
0.009959591              0.01867737               
0.009963193              0.018924095              
0.0099667935             0.019173665              
0.009970394              0.019426228              
0.009973994              0.019681815              
0.009977595              0.019960772              
0.009981195              0.02028437               
0.009984796              0.020610781              
0.009988396              0.020940045              
0.009991999              0.021619948              
0.009995599              0.022326848              
0.0099992                0.023040796              
0.0100028                0.023761526              
0.010006401              0.024488768              
0.010010001              0.025222262              
0.010013602              0.025961753              
0.010017202              0.026706988              
0.010020804              0.027457915              
0.010024405              0.028214097              
0.010028006              0.028975097              
0.010031606              0.029740877              
0.010035207              0.030511206              
0.010038807              0.03128586               
0.010042408              0.032064613              
0.010046009              0.032847457              
0.0100496095             0.033633772              
0.01005321               0.034423552              
0.010056811              0.035216797              
0.010060412              0.036012903              
0.010064012              0.036811877              
0.010067613              0.037613526              
0.010071213              0.038417667              
0.010074815              0.039224327              
0.010078415              0.04003291               
0.010082016              0.040843453              
0.010085616              0.04165579               
0.010089218              0.042469967              
0.010092818              0.0432854                
0.010096419              0.044102147              
0.010100019              0.044920057              
0.010103621              0.0457392                
0.010107221              0.046559002              
0.010110822              0.047379546              
0.010114422              0.048200693              
0.0101180235             0.04902253               
0.010121624              0.049844507              
0.0101252245             0.05066672               
0.010128826              0.051489264              
0.010132426              0.0523116                
0.010136027              0.053133838              
0.010139627              0.05395587               
0.010143228              0.05477761               
0.010146828              0.05559896               
0.01015043               0.05642004               
0.01015403               0.05724034               
0.010157632              0.05806021               
0.010161232              0.05887915               
0.010164833              0.059697296              
0.010168433              0.060514588              
0.010172034              0.06133096               
0.010175634              0.062146354              
0.010179235              0.062960714              
0.010182837              0.06377442               
0.0101864375             0.06458658               
0.010190038              0.06539758               
0.0101936385             0.06620738               
0.010197239              0.067015946              
0.0102008395             0.06782325               
0.01020444               0.06862928               
0.0102080405             0.06943402               
0.010211643              0.07023785               
0.010215243              0.07103995               
0.010218844              0.071840726              
0.010222444              0.07264017               
0.010226045              0.0734383                
0.010229645              0.07423512               
0.010233246              0.07503064               
0.010236846              0.07582487               
0.010240447              0.076617844              
0.010244049              0.07741                  
0.01024765               0.078200534              
0.01025125               0.0789899                
0.010254851              0.079778135              
0.010258451              0.08056529               
0.010262052              0.08135141               
0.010265652              0.08213654               
0.0102692535             0.08292095               
0.010272854              0.08370429               
0.010276455              0.08448704               
0.010280056              0.085268855              
0.010283656              0.08605002               
0.010287257              0.0868306                
0.010290857              0.0876107                
0.010294458              0.08839039               
0.010298059              0.08916997               
0.01030166               0.089949146              
0.01030526               0.0907282                
0.010308862              0.09150746               
0.010312462              0.09228662               
0.010316063              0.09306599               
0.010319663              0.0938457                
0.010323264              0.09462588               
0.010326865              0.095406845              
0.010330466              0.09618834               
0.010334066              0.09697068               
0.010337668              0.097754225              
0.010341268              0.09853872               
0.0103448685             0.0993245                
0.010348469              0.10011174               
0.01035207               0.10090079               
0.010355671              0.1016914                
0.010359271              0.102483965              
0.010362872              0.10327863               
0.010366472              0.10407559               
0.010370074              0.104875214              
0.010373674              0.1056773                
0.010377275              0.10648222               
0.010380876              0.107290395              
0.010384477              0.10810159               
0.010388077              0.10891623               
0.010391678              0.10973452               
0.010395278              0.11055667               
0.010398879              0.11138289               
0.01040248               0.11221363               
0.010406082              0.11304888               
0.010409682              0.11388867               
0.010413283              0.11473346               
0.010416883              0.11558346               
0.010420484              0.116438925              
0.010424084              0.11730011               
0.0104276845             0.11816725               
0.010431285              0.11904062               
0.010434887              0.119920924              
0.010438488              0.12080753               
0.010442088              0.12170114               
0.010445689              0.122602046              
0.010449289              0.12351052               
0.01045289               0.12442684               
0.01045649               0.12535131               
0.010460091              0.1262842                
0.010463693              0.1272263                
0.010467294              0.12817694               
0.010470894              0.12913692               
0.010474495              0.13010652               
0.010478095              0.1310861                
0.010481696              0.13207592               
0.010485296              0.13307635               
0.010488897              0.1340877                
0.010492497              0.1351103                
0.0104960995             0.13614503               
0.0104997                0.13719113               
0.0105033                0.13824952               
0.010506901              0.13932052               
0.010510501              0.14040451               
0.010514102              0.14150181               
0.010517702              0.14261281               
0.010521304              0.14373817               
0.010524904              0.14487767               
0.010528506              0.14603227               
0.010532106              0.14720176               
0.010535707              0.14838682               
0.010539307              0.14958784               
0.010542908              0.1508052                
0.010546508              0.15203933               
0.01055011               0.15329093               
0.01055371               0.15455976               
0.010557311              0.15584657               
0.010560912              0.15715209               
0.010564513              0.15847607               
0.010568113              0.15981929               
0.010571714              0.16118217               
0.010575315              0.16256548               
0.0105789155             0.16396898               
0.010582516              0.16539344               
0.010586116              0.16683932               
0.010589718              0.16830744               
0.010593318              0.1697975                
0.010596919              0.17131034               
0.010600519              0.1728464                
0.010604121              0.1744066                
0.010607721              0.1759906                
0.010611322              0.17759924               
0.010614922              0.17923301               
0.010618523              0.18089242               
0.010622124              0.18257838               
0.010625725              0.18429053               
0.010629326              0.18603024               
0.010632927              0.18779711               
0.010636527              0.18959212               
0.010640128              0.19141576               
0.010643728              0.19326854               
0.010647329              0.195151                 
0.010650929              0.19706367               
0.0106545305             0.19900757               
0.010658132              0.20098275               
0.010661732              0.20298922               
0.010665333              0.20502803               
0.010668933              0.20709975               
0.010672534              0.20920491               
0.010676134              0.21134406               
0.010679735              0.2135178                
0.010683335              0.21572664               
0.010686938              0.21797237               
0.010690538              0.22025321               
0.010694139              0.22257091               
0.010697739              0.22492604               
0.01070134               0.2273192                
0.01070494               0.22975098               
0.010708541              0.23222195               
0.010712141              0.23473275               
0.0107157435             0.23728529               
0.010719344              0.23987754               
0.0107229445             0.24251144               
0.010726545              0.2451876                
0.0107301455             0.24790663               
0.010733746              0.25066918               
0.0107373465             0.25347587               
0.010740947              0.25632733               
0.010744548              0.25922498               
0.01074815               0.2621687                
0.01075175               0.26515839               
0.010755351              0.26819542               
0.010758951              0.2712805                
0.010762552              0.27441427               
0.010766152              0.27759737               
0.010769753              0.28083053               
0.010773354              0.28411523               
0.010776955              0.28745046               
0.010780556              0.29083863               
0.010784157              0.2942787                
0.010787757              0.29777223               
0.010791358              0.3013199                
0.010794958              0.30492243               
0.0107985595             0.30858147               
0.01080216               0.31229582               
0.0108057605             0.31606716               
0.010809361              0.31989622               
0.010812962              0.3237847                
0.010816563              0.32773137               
0.010820163              0.3317379                
0.010823764              0.3358051                
0.010827365              0.3399347                
0.010830966              0.34412536               
0.010834566              0.34837893               
0.010838167              0.3526961                
0.010841768              0.3570788                
0.010845369              0.3615255                
0.010848969              0.36603814               
0.010852571              0.37061864               
0.010856171              0.37526545               
0.010859772              0.37998053               
0.010863372              0.3847646                
0.010866973              0.38961855               
0.010870573              0.3945431                
0.010874175              0.39954036               
0.010877775              0.40460858               
0.010881376              0.40975118               
0.010884977              0.4149663                
0.010888577              0.42025608               
0.010892178              0.42562136               
0.010895778              0.43106294               
0.010899379              0.43658167               
0.010902979              0.44217837               
0.010906581              0.44785538               
0.010910182              0.4536121                
0.010913783              0.45944783               
0.010917383              0.46536493               
0.010920984              0.47136426               
0.010924584              0.47744668               
0.010928185              0.483613                 
0.010931785              0.4898642                
0.010935388              0.49620435               
0.010938988              0.50262785               
0.010942589              0.50913876               
0.010946189              0.51573807               
0.01094979               0.5224266                
0.01095339               0.52920526               
0.0109569905             0.53607494               
0.010960591              0.5430366                
0.0109641915             0.550091                 
0.010967794              0.557243                 
0.010971394              0.56448597               
0.010974995              0.5718246                
0.010978595              0.5792597                
0.010982196              0.5867923                
0.010985796              0.5944233                
0.010989397              0.60215366               
0.010992997              0.6099843                
0.010996599              0.61791825               
0.0110002                0.62595445               
0.011003801              0.6340917                
0.011007401              0.6423331                
0.011011002              0.6506796                
0.011014602              0.6591321                
0.011018203              0.6676917                
0.011021804              0.67636156               
0.011025405              0.68513817               
0.011029005              0.6940248                
0.0110326065             0.70302474               
0.011036207              0.71213436               
0.011039807              0.7213569                
0.011043408              0.7306935                
0.011047008              0.7401451                
0.01105061               0.7497152                
0.01105421               0.7593999                
0.011057811              0.76920265               
0.011061412              0.77912706               
0.011065013              0.7891691                
0.011068613              0.79933226               
0.011072214              0.80961764               
0.011075815              0.820029                 
0.011079416              0.830562                 
0.011083016              0.8412204                
0.011086617              0.8520051                
0.011090217              0.8629135                
0.011093819              0.87707996               
0.011097419              0.8939206                
0.01110102               0.91054577               
0.011104621              0.9272322                
0.0111082215             0.94397                  
0.011111822              0.96076256               
0.0111154225             0.97760874               
0.011119023              0.9945077                
0.011122623              1.0114586                
0.011126225              1.0284652                
0.011129825              1.0455179                
0.011133427              1.0626253                
0.011137027              1.0797778                
0.011140628              1.0969796                
0.011144228              1.1142305                
0.011147829              1.1315303                
0.011151429              1.1488788                
0.01115503               1.1662762                
0.011158632              1.1837316                
0.011162233              1.2012271                
0.011165833              1.2187719                
0.011169434              1.2363666                
0.011173034              1.2540116                
0.011176635              1.2717074                
0.011180235              1.2894547                
0.011183836              1.3072542                
0.011187438              1.325116                 
0.011191038              1.3430227                
0.011194639              1.3609844                
0.011198239              1.3790022                
0.01120184               1.3970774                
0.01120544               1.4152113                
0.011209041              1.4334052                
0.011212641              1.4516605                
0.011216242              1.469979                 
0.011219844              1.4883718                
0.011223445              1.5068216                
0.011227045              1.5253397                
0.011230646              1.5439281                
0.011234246              1.5625888                
0.011237847              1.581324                 
0.011241447              1.6001358                
0.011245049              1.6190314                
0.011248649              1.6380036                
0.0112522505             1.6570644                
0.011255851              1.6762068                
0.0112594515             1.6954383                
0.011263052              1.7147616                
0.0112666525             1.7341795                
0.011270253              1.7536951                
0.011273854              1.7733165                
0.011277455              1.7930366                
0.011281055              1.8128636                
0.011284657              1.8328061                
0.011288257              1.8528572                
0.011291858              1.8730255                
0.011295458              1.8933147                
0.01129906               1.9137335                
0.01130266               1.9342754                
0.011306261              1.9549493                
0.011309861              1.9757591                
0.011313463              1.9967146                
0.011317063              2.017809                 
0.011320664              2.0390515                
0.011324264              2.060447                 
0.0113278655             2.082005                 
0.011331466              2.1037192                
0.0113350665             2.1255996                
0.011338667              2.147651                 
0.0113422675             2.169878                 
0.011345869              2.1922915                
0.011349469              2.2148845                
0.01135307               2.2376683                
0.011356671              2.2606535                
0.011360272              2.2838337                
0.011363872              2.3072202                
0.011367473              2.3308184                
0.011371073              2.3546338                
0.011374674              2.378672                 
0.011378275              2.4029446                
0.011381877              2.4274516                
0.011385477              2.4521925                
0.011389078              2.4771795                
0.011392678              2.5024185                
0.011396279              2.5279157                
0.011399879              2.5536773                
0.01140348               2.5797098                
0.01140708               2.6060193                
0.011410682              2.6326265                
0.011414283              2.6595104                
0.011417883              2.686691                 
0.011421484              2.7141757                
0.011425084              2.7419708                
0.011428685              2.7700837                
0.011432285              2.7985213                
0.011435886              2.8272908                
0.011439488              2.8564143                
0.011443089              2.8858693                
0.011446689              2.915678                 
0.01145029               2.9458482                
0.01145389               2.9763875                
0.011457491              3.0073032                
0.011461091              3.0386035                
0.011464692              3.070296                 
0.011468293              3.1023972                
0.011471895              3.1349068                
0.011475495              3.1678247                
0.011479096              3.2011673                
0.011482696              3.2349432                
0.011486297              3.2691603                
0.011489897              3.3038275                
0.0114934975             3.3389535                
0.011497099              3.374556                 
0.011500699              3.4106255                
0.011504301              3.4471896                
0.011507901              3.4842381                
0.011511502              3.52179                  
0.011515102              3.559854                 
0.011518703              3.5984395                
0.011522303              3.6375558                
0.011525905              3.6772227                
0.011529505              3.7174294                
0.011533106              3.7581952                
0.011536707              3.799541                 
0.011540308              3.8414552                
0.011543908              3.883958                 
0.011547509              3.92706                  
0.01155111               3.9707818                
0.011554711              4.015112                 
0.011558311              4.060071                 
0.011561912              4.1056695                
0.011565513              4.1519303                
0.0115691135             4.19884                  
0.011572714              4.246421                 
0.011576314              4.294684                 
0.011579916              4.3436522                
0.011583516              4.3933115                
0.011587117              4.4436855                
0.011590717              4.494786                 
0.011594318              4.5466223                
0.011597919              4.5992208                
0.01160152               4.6525655                
0.011605121              4.706695                 
0.011608722              4.7615933                
0.011612322              4.817286                 
0.011615923              4.873784                 
0.011619523              4.9311                   
0.011623124              4.9892454                
0.011626724              5.0482326                
0.011630326              5.108089                 
0.011633927              5.168812                 
0.0116375275             5.2303967                
0.011641128              5.2928724                
0.0116447285             5.356251                 
0.011648329              5.420545                 
0.0116519295             5.485767                 
0.01165553               5.55193                  
0.011659132              5.6190815                
0.011662733              5.687165                 
0.011666333              5.756228                 
0.011669934              5.826284                 
0.011673534              5.8973455                
0.011677135              5.969426                 
0.011680735              6.042539                 
0.011684336              6.1166983                
0.011687936              6.191917                 
0.011691539              6.2682486                
0.011695139              6.3456273                
0.01169874               6.424107                 
0.01170234               6.5037017                
0.011705941              6.5844245                
0.011709541              6.6662903                
0.011713142              6.749313                 
0.011716742              6.8335066                
0.0117203435             6.918908                 
0.011723945              7.00551                  
0.011727545              7.093304                 
0.011731146              7.182328                 
0.011734746              7.2725954                
0.011738347              7.364122                 
0.011741947              7.456922                 
0.011745548              7.5510106                
0.011749149              7.646428                 
0.01175275               7.7431397                
0.011756351              7.841212                 
0.011759952              7.9406075                
0.011763552              8.041369                 
0.011767153              8.143511                 
0.011770753              8.247049                 
0.011774355              8.352027                 
0.011777955              8.458406                 
0.011781556              8.566229                 
0.011785157              8.67554                  
0.0117887575             8.786299                 
0.011792358              8.89855                  
0.0117959585             9.012309                 
0.011799559              9.127594                 
0.01180316               9.24445                  
0.011806761              9.362834                 
0.011810361              9.488326                 
0.011813962              9.628241                 
0.011817563              9.768759                 
0.011821164              9.909817                 
0.011824764              10.051459                
0.011828366              10.193732                
0.011831966              10.336572                
0.011835567              10.480026                
0.011839167              10.624106                
0.011842768              10.768824                
0.011846368              10.914192                
0.01184997               11.060263                
0.01185357               11.206974                
0.011857172              11.354417                
0.011860772              11.50253                 
0.0118643725             11.651369                
0.011867973              11.80095                 
0.0118715735             11.95129                 
0.011875174              12.102408                
0.0118787745             12.254324                
0.011882377              12.407136                
0.011885977              12.560706                
0.011889578              12.715135                
0.011893178              12.870443                
0.011896779              13.026655                
0.011900379              13.183792                
0.01190398               13.341879                
0.01190758               13.50094                 
0.011911183              13.661084                
0.011914783              13.822171                
0.011918384              13.984311                
0.011921984              14.14753                 
0.011925585              14.311856                
0.011929185              14.477319                
0.011932786              14.643948                
0.011936386              14.811772                
0.011939987              14.9808235               
0.011943589              15.151221                
0.011947189              15.322822                
0.01195079               15.495745                
0.01195439               15.670026                
0.011957991              15.845697                
0.011961591              16.022795                
0.011965192              16.201355                
0.011968792              16.381413                
0.011972394              16.563051                
0.011975995              16.746265                
0.011979596              16.931044                
0.011983196              17.117472                
0.011986797              17.30559                 
0.011990397              17.495438                
0.011993998              17.68706                 
0.011997599              17.880545                
0.0120012                18.075836                
0.0120048                18.273027                
0.012008402              18.472214                
0.012012002              18.673336                
0.012015603              18.876493                
0.012019203              19.081732                
0.012022804              19.289095                
0.012026405              19.498686                
0.012030005              19.710445                
0.012033606              19.924477                
0.012037207              20.140882                
0.012040808              20.359606                
0.012044408              20.580748                
0.012048009              20.804365                
0.01205161               21.030565                
0.012055211              21.259285                
0.012058811              21.490637                
0.012062412              21.724674                
0.012066012              21.961454                
0.012069614              22.201094                
0.012073214              22.443523                
0.012076815              22.688866                
0.012080416              22.937239                
0.012084017              23.188576                
0.012087617              23.442999                
0.012091218              23.70057                 
0.012094818              23.961344                
0.012098419              24.225388                
0.01210202               24.49283                 
0.012105621              24.763668                
0.012109222              25.03789                 
0.012112822              25.315634                
0.012116423              25.59696                 
0.012120023              25.881939                
0.012123624              26.170631                
0.012127224              26.463108                
0.012130825              26.759436                
0.012134427              27.059837                
0.012138028              27.364073                
0.012141628              27.672365                
0.012145229              27.984785                
0.012148829              28.301403                
0.01215243               28.622292                
0.01215603               28.947523                
0.012159631              29.277168                
0.012163233              29.611477                
0.0121668335             29.950178                
0.012170434              30.293518                
0.0121740345             30.641573                
0.012177635              30.99442                 
0.0121812355             31.352133                
0.012184836              31.714792                
0.012188436              32.082478                
0.012192037              32.455265                
0.012195639              32.833435                
0.01219924               33.216675                
0.01220284               33.605263                
0.012206441              33.999275                
0.012210041              34.3988                  
0.012213642              34.80392                 
0.012217242              35.214718                
0.012220844              35.631386                
0.012224444              36.0538                  
0.012228046              36.482254                
0.012231646              36.916626                
0.012235247              37.3571                  
0.012238847              37.80378                 
0.012242448              38.25674                 
0.012246048              38.716084                
0.0122496495             39.182102                
0.01225325               39.66121                 
0.0122568505             40.147125                
0.012260452              40.640068                
0.012264052              41.139885                
0.012267653              41.646786                
0.012271253              42.16087                 
0.012274855              42.682365                
0.012278455              43.2111                  
0.012282056              43.747307                
0.012285656              44.291077                
0.012289258              44.84266                 
0.012292858              45.401855                
0.012296459              45.968918                
0.012300059              46.543938                
0.012303661              47.12717                 
0.012307261              47.71842                 
0.012310862              48.31793                 
0.012314462              48.925804                
0.012318063              49.54215                 
0.012321664              50.167225                
0.0123252645             50.80082                 
0.012328866              51.443367                
0.012332466              52.09463                 
0.012336067              52.75489                 
0.012339667              53.42425                 
0.012343268              54.102818                
0.012346868              54.790703                
0.012350469              55.496227                
0.01235407               56.25901                 
0.012357672              57.025925                
0.012361272              57.796856                
0.012364873              58.57209                 
0.012368473              59.35171                 
0.012372074              60.13582                 
0.012375674              60.924507                
0.012379275              61.717876                
0.012382876              62.51624                 
0.012386478              63.3195                  
0.012390078              64.12756                 
0.012393679              64.94074                 
0.012397279              65.759155                
0.0124008795             66.58293                 
0.01240448               67.41219                 
0.0124080805             68.24707                 
0.012411681              69.08769                 
0.012415283              69.93463                 
0.012418884              70.787155                
0.012422484              71.64584                 
0.012426085              72.51083                 
0.012429685              73.382286                
0.012433286              74.260345                
0.012436886              75.14517                 
0.012440487              76.03692                 
0.012444088              76.936                   
0.01244769               77.84233                 
0.01245129               78.75586                 
0.012454891              79.67699                 
0.012458491              80.605896                
0.012462092              81.542755                
0.012465692              82.48776                 
0.012469293              83.4411                  
0.012472894              84.403206                
0.012476495              85.37395                 
0.012480096              86.3819                  
0.012483696              87.39799                 
0.012487297              88.422676                
0.012490897              89.45616                 
0.012494498              90.49864                 
0.012498099              91.55061                 
0.0125017                92.61173                 
0.0125053                93.68248                 
0.012508902              94.76337                 
0.012512502              95.85406                 
0.012516103              96.95505                 
0.012519703              98.066574                
0.012523304              99.188866                
0.012526905              100.322464               
0.012530506              101.46702                
0.012534106              102.62308                
0.012537707              103.79088                
0.012541308              104.970985               
0.012544909              106.16305                
0.012548509              107.36764                
0.01255211               108.58501                
0.012555711              109.81575                
0.012559311              111.05952                
0.012562912              112.31688                
0.012566512              113.588135               
0.012570113              114.873566               
0.012573714              116.17379                
0.012577315              117.488434               
0.012580916              118.81848                
0.012584517              120.163536               
0.012588117              121.52424                
0.012591718              122.90092                
0.012595318              124.29386                
0.012598919              125.70341                
0.012602519              127.12986                
0.012606121              128.57393                
0.012609722              130.03557                
0.012613323              131.51472                
0.012616923              133.0121                 
0.012620524              134.52806                
0.012624124              136.06293                
0.012627725              137.61705                
0.012631325              139.1908                 
0.012634927              140.78532                
0.012638528              142.39937                
0.012642128              144.03409                
0.012645729              145.68987                
0.012649329              147.36707                
0.01265293               149.06606                
0.01265653               150.78722                
0.012660131              152.53094                
0.012663731              154.29762                
0.012667334              156.08855                
0.012670934              157.90228                
0.012674535              159.74014                
0.012678135              161.60252                
0.012681736              163.48984                
0.012685336              165.40248                
0.012688937              167.34088                
0.012692537              169.30545                
0.012696139              171.29712                
0.01269974               173.31581                
0.0127033405             175.36143                
0.012706941              177.43492                
0.0127105415             179.53673                
0.012714142              181.66727                
0.0127177425             183.82701                
0.012721344              186.01697                
0.012724944              188.23645                
0.012728545              190.48647                
0.012732146              192.7681                 
0.012735747              195.0806                 
0.012739347              197.42505                
0.012742948              199.8019                 
0.012746548              202.21162                
0.01275015               204.65536                
0.01275375               207.13231                
0.012757351              209.64359                
0.012760952              212.19034                
