% r                      z
0.003535907              1.7106228E-11            
0.0035395077             1.722875E-11             
0.0035431085             1.7352488E-11            
0.0035467092             1.7477473E-11            
0.00355031               1.7603736E-11            
0.0035539106             1.7731315E-11            
0.0035575114             1.7860241E-11            
0.003561112              1.7990547E-11            
0.0035647128             1.812227E-11             
0.0035683136             1.825544E-11             
0.0035719143             1.8390097E-11            
0.0035755148             1.8526266E-11            
0.0035791157             1.8664008E-11            
0.0035827162             1.8803327E-11            
0.0035863172             1.8944292E-11            
0.0035899177             1.9086906E-11            
0.0035935186             1.9231242E-11            
0.0035971191             1.9377302E-11            
0.00360072               1.9525161E-11            
0.0036043206             1.967482E-11             
0.0036079215             1.982636E-11             
0.003611522              1.9979775E-11            
0.003615123              2.0135147E-11            
0.0036187235             2.0292478E-11            
0.0036223242             2.0451838E-11            
0.0036259252             2.061327E-11             
0.0036295257             2.0776781E-11            
0.0036331266             2.0942456E-11            
0.003636727              2.1110296E-11            
0.003640328              2.1280387E-11            
0.0036439286             2.1452727E-11            
0.0036475295             2.1627405E-11            
0.00365113               2.1804418E-11            
0.003654731              2.198386E-11             
0.0036583315             2.2165724E-11            
0.0036619322             2.2350094E-11            
0.003665533              2.2537002E-11            
0.0036691336             2.2726496E-11            
0.0036727344             2.291862E-11             
0.003676335              2.3113423E-11            
0.0036799358             2.331095E-11             
0.0036835365             2.3511249E-11            
0.0036871373             2.3714369E-11            
0.003690738              2.3920357E-11            
0.0036943387             2.4129265E-11            
0.0036979394             2.4341137E-11            
0.0037015402             2.4556026E-11            
0.003705141              2.477398E-11             
0.0037087414             2.4995036E-11            
0.0037123424             2.5219288E-11            
0.0037159428             2.544673E-11             
0.0037195438             2.567747E-11             
0.0037231443             2.5911502E-11            
0.0037267453             2.6148939E-11            
0.0037303458             2.6389772E-11            
0.0037339467             2.6634115E-11            
0.0037375474             2.6881978E-11            
0.0037411482             2.7133426E-11            
0.003744749              2.7388515E-11            
0.0037483494             2.7647286E-11            
0.0037519503             2.7909841E-11            
0.0037555508             2.8176168E-11            
0.0037591518             2.8446393E-11            
0.0037627523             2.8720503E-11            
0.0037663532             2.8998625E-11            
0.0037699537             2.928074E-11             
0.0037735547             2.9566988E-11            
0.0037771552             2.9857342E-11            
0.0037807561             3.0151943E-11            
0.0037843566             3.0450774E-11            
0.0037879574             3.0753948E-11            
0.003791558              3.1061504E-11            
0.0037951588             3.1373504E-11            
0.0037987595             3.169001E-11             
0.0038023603             3.201108E-11             
0.003805961              3.233678E-11             
0.0038095617             3.2667164E-11            
0.0038131624             3.30023E-11              
0.0038167632             3.3342246E-11            
0.003820364              3.3687067E-11            
0.0038239646             3.403683E-11             
0.0038275656             3.4391615E-11            
0.003831166              3.475142E-11             
0.0038347666             3.511635E-11             
0.0038383675             3.5486527E-11            
0.003841968              3.5861914E-11            
0.003845569              3.6242676E-11            
0.0038491697             3.6628804E-11            
0.0038527704             3.702039E-11             
0.0038563712             3.74175E-11              
0.0038599719             3.7820202E-11            
0.0038635726             3.8228563E-11            
0.0038671733             3.864265E-11             
0.003870774              3.906253E-11             
0.0038743746             3.9488253E-11            
0.0038779755             3.991996E-11             
0.003881576              4.0357613E-11            
0.003885177              4.0801394E-11            
0.0038887775             4.1251263E-11            
0.0038923784             4.1707405E-11            
0.003895979              4.2169768E-11            
0.0038995799             4.2638552E-11            
0.0039031804             4.31137E-11              
0.0039067813             4.3595412E-11            
0.003910382              4.4083633E-11            
0.003913983              4.4578567E-11            
0.0039175833             4.5080155E-11            
0.0039211838             4.5588533E-11            
0.0039247847             4.610385E-11             
0.003928385              4.662604E-11             
0.003931986              4.7155318E-11            
0.0039355867             4.7691618E-11            
0.0039391876             4.823516E-11             
0.003942788              4.8785875E-11            
0.003946389              4.9343984E-11            
0.00394999               4.9909497E-11            
0.0039535905             5.048241E-11             
0.0039571915             5.1062956E-11            
0.003960792              5.165106E-11             
0.003964393              5.2246946E-11            
0.0039679934             5.2850554E-11            
0.0039715944             5.3462106E-11            
0.003975195              5.4081534E-11            
0.003978796              5.470907E-11             
0.0039823963             5.534464E-11             
0.0039859973             5.598848E-11             
0.003989598              5.6640515E-11            
0.0039931987             5.7300994E-11            
0.0039967992             5.796982E-11             
0.0040003997             5.864717E-11             
0.0040040007             5.933321E-11             
0.004007601              6.002785E-11             
0.004011202              6.073136E-11             
0.0040148026             6.144363E-11             
0.0040184036             6.216493E-11             
0.004022004              6.289517E-11             
0.004025605              6.3634605E-11            
0.0040292055             6.438315E-11             
0.0040328065             6.514108E-11             
0.004036407              6.590828E-11             
0.004040008              6.668503E-11             
0.0040436084             6.747123E-11             
0.004047209              6.8267066E-11            
0.00405081               6.907273E-11             
0.0040544104             6.988809E-11             
0.0040580113             7.0713456E-11            
0.0040616123             7.1548815E-11            
0.004065213              7.239415E-11             
0.0040688138             7.324976E-11             
0.0040724142             7.414021E-11             
0.004076015              7.5124296E-11            
0.0040796157             7.6998435E-11            
0.0040832167             7.9241294E-11            
0.004086817              8.1579174E-11            
0.004090418              8.3941944E-11            
0.0040940186             8.6328195E-11            
0.0040976196             8.873775E-11             
0.00410122               9.116922E-11             
0.004104821              9.362245E-11             
0.0041084215             9.6096076E-11            
0.0041120225             9.8590004E-11            
0.004115623              1.0110287E-10            
0.004119224              1.0363463E-10            
0.0041228244             1.0618394E-10            
0.0041264254             1.08750786E-10           
0.004130026              1.11333866E-10           
0.0041336264             1.1393286E-10            
0.0041372273             1.165475E-10             
0.004140828              1.1917649E-10            
0.0041444288             1.2181992E-10            
0.0041480293             1.2447653E-10            
0.00415163               1.2714643E-10            
0.0041552307             1.2982843E-10            
0.0041588317             1.3252265E-10            
0.004162432              1.352279E-10             
0.004166033              1.3794438E-10            
0.0041696336             1.4067089E-10            
0.0041732346             1.4340769E-10            
0.004176835              1.461536E-10             
0.004180436              1.489089E-10             
0.0041840365             1.5167245E-10            
0.0041876375             1.5444458E-10            
0.004191238              1.5722415E-10            
0.004194839              1.6001153E-10            
0.0041984394             1.6280563E-10            
0.0042020404             1.6560682E-10            
0.004205641              1.6841406E-10            
0.004209242              1.7122777E-10            
0.0042128423             1.7404689E-10            
0.0042164433             1.768719E-10             
0.004220044              1.7970178E-10            
0.0042236447             1.8253703E-10            
0.004227245              1.8537667E-10            
0.004230846              1.8822122E-10            
0.0042344467             1.9106972E-10            
0.0042380476             1.9392273E-10            
0.004241648              1.9677934E-10            
0.004245249              1.9964012E-10            
0.0042488496             2.0250421E-10            
0.0042524505             2.053722E-10             
0.004256051              2.0824324E-10            
0.0042596515             2.1111761E-10            
0.0042632525             2.1399559E-10            
0.004266853              2.1687638E-10            
0.004270454              2.1976065E-10            
0.0042740544             2.2264766E-10            
0.0042776554             2.255381E-10             
0.004281256              2.2843125E-10            
0.004284857              2.3132783E-10            
0.0042884573             2.3422714E-10            
0.0042920583             2.3712998E-10            
0.004295659              2.4003563E-10            
0.0042992597             2.4294494E-10            
0.0043028602             2.4585725E-10            
0.004306461              2.487734E-10             
0.0043100617             2.5169272E-10            
0.0043136626             2.5461616E-10            
0.004317263              2.575431E-10             
0.004320864              2.6047445E-10            
0.0043244646             2.634096E-10             
0.0043280656             2.6634958E-10            
0.004331666              2.6929378E-10            
0.004335267              2.7224323E-10            
0.0043388675             2.7519736E-10            
0.0043424685             2.7815722E-10            
0.004346069              2.8112235E-10            
0.00434967               2.8409375E-10            
0.0043532704             2.8707098E-10            
0.0043568714             2.9005515E-10            
0.004360472              2.9304578E-10            
0.004364073              2.9604402E-10            
0.0043676733             2.9904948E-10            
0.0043712743             3.0206326E-10            
0.0043748748             3.0508504E-10            
0.0043784757             3.0811598E-10            
0.004382076              3.1115574E-10            
0.0043856767             3.1420513E-10            
0.0043892777             3.1726502E-10            
0.004392878              3.2033512E-10            
0.004396479              3.2341665E-10            
0.0044000796             3.2650938E-10            
0.0044036806             3.2961459E-10            
0.004407281              3.3273204E-10            
0.004410882              3.3586306E-10            
0.0044144825             3.3900743E-10            
0.0044180835             3.4216655E-10            
0.004421684              3.4534015E-10            
0.004425285              3.4852973E-10            
0.0044288854             3.5173506E-10            
0.0044324864             3.5495762E-10            
0.004436087              3.5819722E-10            
0.004439688              3.6145542E-10            
0.0044432883             3.64732E-10              
0.0044468893             3.6802858E-10            
0.0044504898             3.7134495E-10            
0.0044540907             3.7468278E-10            
0.004457691              3.7804193E-10            
0.004461292              3.8142403E-10            
0.004464893              3.8482945E-10            
0.0044684936             3.882585E-10             
0.004472094              3.917125E-10             
0.004475695              3.9519266E-10            
0.0044792956             3.9869896E-10            
0.0044828965             4.022332E-10             
0.004486497              4.0579526E-10            
0.004490098              4.09387E-10              
0.0044936985             4.130084E-10             
0.0044972994             4.1666134E-10            
0.0045009                4.2034576E-10            
0.0045045004             4.2406312E-10            
0.004508102              4.2781534E-10            
0.0045117023             4.3160148E-10            
0.004515303              4.354235E-10             
0.0045189033             4.3928242E-10            
0.0045225043             4.4317977E-10            
0.0045261052             4.471161E-10             
0.0045297057             4.5109194E-10            
0.004533306              4.5510887E-10            
0.004536907              4.5916856E-10            
0.004540508              4.6327153E-10            
0.0045441086             4.6741844E-10            
0.004547709              4.7161086E-10            
0.00455131               4.758506E-10             
0.0045549106             4.8013765E-10            
0.0045585115             4.8447435E-10            
0.004562112              4.888608E-10             
0.004565713              4.9329923E-10            
0.0045693135             4.9778986E-10            
0.0045729144             5.0233506E-10            
0.0045765154             5.0693544E-10            
0.004580116              5.1159177E-10            
0.0045837164             5.163059E-10             
0.0045873174             5.2107973E-10            
0.0045909183             5.25914E-10              
0.004594519              5.308094E-10             
0.0045981193             5.3576793E-10            
0.00460172               5.407909E-10             
0.004605321              5.458811E-10             
0.0046089217             5.510373E-10             
0.004612522              5.5626215E-10            
0.0046161227             5.6155713E-10            
0.004619724              5.6692506E-10            
0.0046233246             5.7236466E-10            
0.004626925              5.7787874E-10            
0.0046305256             5.8346883E-10            
0.004634127              5.891379E-10             
0.0046377275             5.9488453E-10            
0.004641328              6.0071176E-10            
0.0046449285             6.066211E-10             
0.0046485295             6.126149E-10             
0.0046521304             6.1869404E-10            
0.004655731              6.248592E-10             
0.0046593314             6.3111294E-10            
0.0046629324             6.374576E-10             
0.0046665333             6.4389405E-10            
0.004670134              6.5042316E-10            
0.0046737343             6.5704736E-10            
0.0046773353             6.637692E-10             
0.0046809358             6.7058875E-10            
0.0046845367             6.7750944E-10            
0.0046881377             6.8453215E-10            
0.004691738              6.916577E-10             
0.0046953387             6.988887E-10             
0.0046989396             7.06228E-10              
0.0047025406             7.1367645E-10            
0.004706141              7.2123485E-10            
0.0047097416             7.28906E-10              
0.0047133425             7.3669276E-10            
0.0047169435             7.44596E-10              
0.004720544              7.526166E-10             
0.0047241445             7.6075735E-10            
0.004727745              7.6902035E-10            
0.0047313464             7.774095E-10             
0.004734947              7.859226E-10             
0.0047385474             7.9456364E-10            
0.004742148              8.033346E-10             
0.0047457493             8.1223983E-10            
0.00474935               8.2127666E-10            
0.0047529503             8.304495E-10             
0.004756551              8.3976026E-10            
0.004760152              8.4921353E-10            
0.0047637527             8.588065E-10             
0.004767353              8.685436E-10             
0.0047709537             8.78427E-10              
0.0047745546             8.884601E-10             
0.0047781556             8.986437E-10             
0.004781756              9.0897867E-10            
0.0047853566             9.1946845E-10            
0.0047889575             9.3011654E-10            
0.0047925585             9.409239E-10             
0.004796159              9.518911E-10             
0.00479976               9.630235E-10             
0.0048033604             9.743203E-10             
0.0048069614             9.857866E-10             
0.004810562              9.974217E-10             
0.004814163              1.009231E-9              
0.0048177633             1.0212138E-9             
0.004821364              1.0333736E-9             
0.004824965              1.0457147E-9             
0.0048285658             1.0582377E-9             
0.0048321662             1.0709434E-9             
0.0048357667             1.0838357E-9             
0.0048393677             1.0969188E-9             
0.0048429687             1.1101932E-9             
0.004846569              1.1236598E-9             
0.0048501696             1.1373227E-9             
0.00485377               1.1511843E-9             
0.0048573716             1.1652507E-9             
0.004860972              1.1795172E-9             
0.0048645725             1.1939898E-9             
0.004868173              1.2086712E-9             
0.0048717745             1.2235675E-9             
0.004875375              1.2386738E-9             
0.0048789755             1.2539965E-9             
0.004882576              1.269538E-9              
0.0048861774             1.2853051E-9             
0.004889778              1.3012922E-9             
0.0048933784             1.317506E-9              
0.004896979              1.3339491E-9             
0.00490058               1.3506264E-9             
0.0049041808             1.3675383E-9             
0.0049077813             1.3846855E-9             
0.004911382              1.4020749E-9             
0.0049149827             1.4197048E-9             
0.0049185837             1.4375825E-9             
0.004922184              1.4557061E-9             
0.004925785              1.4740831E-9             
0.0049293856             1.4927115E-9             
0.0049329866             1.5115988E-9             
0.004936587              1.5307431E-9             
0.004940188              1.5501521E-9             
0.0049437885             1.5698235E-9             
0.004947389              1.5897629E-9             
0.00495099               1.6099755E-9             
0.004954591              1.6304619E-9             
0.0049581914             1.651222E-9              
0.004961792              1.6722616E-9             
0.004965393              1.6935863E-9             
0.004968994              1.7151963E-9             
0.0049725943             1.7370919E-9             
0.004976195              1.7592786E-9             
0.0049797953             1.7817596E-9             
0.0049833967             1.8045436E-9             
0.004986997              1.8276222E-9             
0.0049905977             1.8510039E-9             
0.004994198              1.874692E-9              
0.0049977996             1.8986956E-9             
0.0050014                1.9230058E-9             
0.0050050006             1.9476314E-9             
0.005008601              1.9725757E-9             
0.0050122025             1.9978483E-9             
0.005015803              2.0234394E-9             
0.0050194035             2.0493587E-9             
0.0050230045             2.0756128E-9             
0.005026605              2.1021977E-9             
0.005030206              2.1291242E-9             
0.0050338064             2.156388E-9              
0.0050374074             2.1839994E-9             
0.005041008              2.2119548E-9             
0.005044609              2.2402646E-9             
0.0050482093             2.2689246E-9             
0.0050518103             2.2979458E-9             
0.005055411              2.3273237E-9             
0.0050590117             2.3570694E-9             
0.0050626122             2.3871787E-9             
0.005066213              2.4176625E-9             
0.0050698137             2.4485163E-9             
0.005073414              2.4797475E-9             
0.005077015              2.5113636E-9             
0.005080616              2.5433642E-9             
0.0050842166             2.575748E-9              
0.005087817              2.6085232E-9             
0.0050914185             2.6417015E-9             
0.005095019              2.6752693E-9             
0.0050986195             2.7092388E-9             
0.00510222               2.7436133E-9             
0.0051058214             2.7784055E-9             
0.005109422              2.8136007E-9             
0.0051130224             2.849212E-9              
0.005116623              2.8852423E-9             
0.0051202234             2.9216956E-9             
0.005123825              2.9593283E-9             
0.0051274253             3.0339E-9                
0.005131026              3.1088463E-9             
0.0051346268             3.184157E-9              
0.0051382277             3.2598035E-9             
0.005141828              3.3357577E-9             
0.0051454287             3.4120105E-9             
0.0051490297             3.4885541E-9             
0.00515263               3.5653518E-9             
0.005156231              3.6424064E-9             
0.0051598316             3.7196815E-9             
0.0051634326             3.797181E-9              
0.005167033              3.8748693E-9             
0.005170634              3.9527515E-9             
0.0051742345             4.0307926E-9             
0.0051778355             4.108999E-9              
0.005181436              4.1873363E-9             
0.005185037              4.2658113E-9             
0.0051886374             4.3443915E-9             
0.0051922384             4.4230846E-9             
0.005195839              4.5018576E-9             
0.0051994394             4.58071E-9               
0.005203041              4.6596504E-9             
0.0052066413             4.738628E-9              
0.005210242              4.817653E-9              
0.0052138423             4.896715E-9              
0.0052174437             4.9758255E-9             
0.005221044              5.0549347E-9             
0.0052246447             5.134055E-9              
0.005228245              5.213178E-9              
0.0052318466             5.292317E-9              
0.005235447              5.3714233E-9             
0.0052390476             5.4505116E-9             
0.005242648              5.529575E-9              
0.0052462486             5.6086087E-9             
0.00524985               5.687627E-9              
0.0052534505             5.766584E-9              
0.005257051              5.845497E-9              
0.005260652              5.924371E-9              
0.005264253              6.003193E-9              
0.0052678534             6.0819496E-9             
0.005271454              6.1606484E-9             
0.005275055              6.239297E-9              
0.0052786553             6.317874E-9              
0.0052822563             6.3963976E-9             
0.005285857              6.4748478E-9             
0.0052894577             6.5532437E-9             
0.005293058              6.631565E-9              
0.005296659              6.709833E-9              
0.0053002597             6.788029E-9              
0.0053038606             6.866173E-9              
0.005307461              6.9442474E-9             
0.005311062              7.022275E-9              
0.005314663              7.100249E-9              
0.0053182635             7.1781607E-9             
0.005321864              7.2560256E-9             
0.0053254645             7.3338464E-9             
0.005329066              7.411649E-9              
0.0053326664             7.4893975E-9             
0.005336267              7.567118E-9              
0.0053398674             7.644815E-9              
0.005343469              7.722516E-9              
0.0053470694             7.800188E-9              
0.00535067               7.8778575E-9             
0.0053542703             7.955532E-9              
0.0053578718             8.03324E-9               
0.0053614723             8.11095E-9               
0.0053650727             8.1886915E-9             
0.0053686732             8.266473E-9              
0.005372274              8.3443155E-9             
0.005375875              8.4222185E-9             
0.0053794757             8.500183E-9              
0.005383076              8.57823E-9               
0.005386677              8.6563805E-9             
0.005390278              8.734639E-9              
0.0053938786             8.813005E-9              
0.005397479              8.891504E-9              
0.00540108               8.970159E-9              
0.0054046805             9.048963E-9              
0.0054082815             9.127951E-9              
0.005411882              9.207118E-9              
0.005415483              9.286498E-9              
0.0054190834             9.366088E-9              
0.0054226844             9.445924E-9              
0.0054262853             9.526012E-9              
0.005429886              9.606359E-9              
0.0054334863             9.686993E-9              
0.0054370873             9.767942E-9              
0.005440688              9.849214E-9              
0.0054442887             9.930818E-9              
0.005447889              1.0012783E-8             
0.0054514897             1.0095128E-8             
0.005455091              1.0177896E-8             
0.0054586916             1.0261065E-8             
0.005462292              1.0344675E-8             
0.0054658926             1.042875E-8              
0.005469494              1.0513333E-8             
0.0054730945             1.0598403E-8             
0.005476695              1.0684005E-8             
0.0054802955             1.077016E-8              
0.005483897              1.0856916E-8             
0.0054874974             1.0944253E-8             
0.005491098              1.1032217E-8             
0.0054946984             1.1120832E-8             
0.0054982994             1.1210138E-8             
0.0055019003             1.1300147E-8             
0.005505501              1.1390874E-8             
0.0055091013             1.1482358E-8             
0.0055127023             1.1574638E-8             
0.0055163032             1.1667731E-8             
0.0055199037             1.1761651E-8             
0.005523504              1.185644E-8              
0.005527105              1.195214E-8              
0.005530706              1.2048767E-8             
0.0055343066             1.2146339E-8             
0.0055379076             1.2244911E-8             
0.005541508              1.234449E-8              
0.0055451086             1.2445118E-8             
0.0055487095             1.2546841E-8             
0.0055523105             1.2649679E-8             
0.005555911              1.2753649E-8             
0.0055595115             1.2858799E-8             
0.0055631124             1.29651765E-8            
0.0055667134             1.30728015E-8            
0.005570314              1.3181694E-8             
0.0055739144             1.3291903E-8             
0.005577515              1.3403463E-8             
0.0055811163             1.351644E-8              
0.005584717              1.3630813E-8             
0.0055883173             1.3746646E-8             
0.005591918              1.3863977E-8             
0.005595519              1.3982873E-8             
0.0055991197             1.4103312E-8             
0.00560272               1.4225362E-8             
0.0056063207             1.4349063E-8             
0.005609922              1.4474487E-8             
0.0056135226             1.4601608E-8             
0.005617123              1.4730499E-8             
0.0056207236             1.48612E-8               
0.0056243245             1.499377E-8              
0.0056279255             1.5128235E-8             
0.005631526              1.5264616E-8             
0.0056351265             1.5402977E-8             
0.0056387275             1.5543375E-8             
0.0056423284             1.5685838E-8             
0.005645929              1.5830391E-8             
0.00564953               1.5977115E-8             
0.0056531304             1.6126016E-8             
0.0056567313             1.627718E-8              
0.005660332              1.6430612E-8             
0.0056639328             1.6586396E-8             
0.0056675333             1.6744542E-8             
0.0056711338             1.6905114E-8             
0.0056747347             1.7068182E-8             
0.0056783357             1.7233774E-8             
0.005681936              1.7401913E-8             
0.0056855367             1.7572672E-8             
0.0056891376             1.7746123E-8             
0.0056927386             1.7922291E-8             
0.005696339              1.8101204E-8             
0.0056999396             1.8282938E-8             
0.00570354               1.8467539E-8             
0.0057071415             1.8655111E-8             
0.005710742              1.8845606E-8             
0.0057143425             1.9039128E-8             
0.005717943              1.9235726E-8             
0.0057215444             1.9435507E-8             
0.005725145              1.9638422E-8             
0.0057287454             1.9844576E-8             
0.005732346              2.0054022E-8             
0.0057359473             2.0266873E-8             
0.005739548              2.0483071E-8             
0.0057431483             2.0702728E-8             
0.0057467488             2.0925903E-8             
0.0057503497             2.1152678E-8             
0.0057539507             2.1383084E-8             
0.005757551              2.1617149E-8             
0.0057611517             2.1854957E-8             
0.0057647526             2.2096602E-8             
0.0057683536             2.2342109E-8             
0.005771954              2.2591507E-8             
0.005775555              2.2844922E-8             
0.0057791555             2.3102345E-8             
0.0057827565             2.3363906E-8             
0.005786357              2.3629598E-8             
0.005789958              2.3899553E-8             
0.0057935584             2.4173758E-8             
0.005797159              2.4452316E-8             
0.00580076               2.4735323E-8             
0.005804361              2.502281E-8              
0.0058079613             2.5314801E-8             
0.005811562              2.5611396E-8             
0.005815163              2.5912701E-8             
0.0058187637             2.6218743E-8             
0.0058223642             2.6529547E-8             
0.0058259647             2.6845218E-8             
0.005829566              2.7165905E-8             
0.0058331667             2.7491511E-8             
0.005836767              2.7822185E-8             
0.0058403676             2.8157997E-8             
0.005843968              2.8499013E-8             
0.0058475696             2.884539E-8              
0.00585117               2.9197023E-8             
0.0058547705             2.9554068E-8             
0.005858371              2.9916595E-8             
0.0058619725             3.028477E-8              
0.005865573              3.0658477E-8             
0.0058691734             3.1037878E-8             
0.005872774              3.1423045E-8             
0.005876375              3.1814103E-8             
0.005879976              3.2211076E-8             
0.0058835763             3.2613983E-8             
0.0058871773             3.3023007E-8             
0.005890778              3.3438106E-8             
0.0058943788             3.385947E-8              
0.0058979793             3.4287066E-8             
0.00590158               3.4721076E-8             
0.0059051807             3.5161463E-8             
0.0059087817             3.560842E-8              
0.005912382              3.606191E-8              
0.005915983              3.6522124E-8             
0.0059195836             3.698902E-8              
0.005923184              3.746274E-8              
0.005926785              3.794342E-8              
0.005930386              3.8431082E-8             
0.0059339865             3.8925737E-8             
0.005937587              3.9427533E-8             
0.0059411884             3.993668E-8              
0.005944789              4.0452996E-8             
0.0059483894             4.0976694E-8             
0.00595199               4.1507853E-8             
0.0059555913             4.2046697E-8             
0.005959192              4.259303E-8              
0.0059627923             4.314707E-8              
0.005966393              4.370891E-8              
0.0059699933             4.4278625E-8             
0.0059735947             4.4865132E-8             
0.005977195              4.546073E-8              
0.0059807957             4.606412E-8              
0.005984396              4.6675382E-8             
0.0059879976             4.7294776E-8             
0.005991598              4.792207E-8              
0.0059951986             4.855752E-8              
0.0059987996             4.92013E-8               
0.0060024                4.9853337E-8             
0.006006001              5.0513894E-8             
0.0060096015             5.1182894E-8             
0.0060132025             5.186061E-8              
0.006016803              5.254696E-8              
0.006020404              5.3242218E-8             
0.0060240044             5.39463E-8               
0.0060276054             5.465949E-8              
0.006031206              5.5381705E-8             
0.006034807              5.6113226E-8             
0.0060384073             5.6853967E-8             
0.0060420083             5.7604215E-8             
0.006045609              5.8363884E-8             
0.0060492093             5.913317E-8              
0.0060528107             5.991238E-8              
0.006056411              6.070121E-8              
0.0060600117             6.149997E-8              
0.006063612              6.230875E-8              
0.0060672136             6.3613584E-8             
0.006070814              6.516901E-8              
0.0060744146             6.673238E-8              
0.006078015              6.830332E-8              
0.0060816165             6.9881864E-8             
0.006085217              7.1466836E-8             
0.0060888175             7.3058274E-8             
0.006092418              7.4655844E-8             
0.0060960185             7.6259205E-8             
0.00609962               7.786844E-8              
0.0061032204             7.94824E-8               
0.006106821              8.110118E-8              
0.006110422              8.272469E-8              
0.006114023              8.4352415E-8             
0.0061176233             8.598387E-8              
0.006121224              8.7618986E-8             
0.0061248248             8.925769E-8              
0.0061284252             9.0899306E-8             
0.006132026              9.2544E-8                
0.0061356267             9.419111E-8              
0.0061392277             9.584081E-8              
0.006142828              9.749246E-8              
0.006146429              9.914626E-8              
0.0061500296             1.0080157E-7             
0.0061536306             1.02458614E-7            
0.006157231              1.0411678E-7             
0.006160832              1.05776294E-7            
0.006164433              1.07436776E-7            
0.0061680335             1.0909783E-7             
0.006171634              1.1075953E-7             
0.0061752344             1.1242171E-7             
0.006178836              1.1408465E-7             
0.0061824364             1.1574737E-7             
0.006186037              1.1741017E-7             
0.0061896374             1.1907292E-7             
0.006193239              1.2073596E-7             
0.0061968393             1.223983E-7              
0.0062004398             1.2406032E-7             
0.0062040403             1.257219E-7              
0.0062076417             1.273834E-7              
0.006211242              1.290439E-7              
0.0062148427             1.3070377E-7             
0.006218443              1.3236296E-7             
0.006222044              1.3402163E-7             
0.006225645              1.3567957E-7             
0.0062292456             1.373365E-7              
0.006232846              1.3899263E-7             
0.006236447              1.4064817E-7             
0.006240048              1.4230291E-7             
0.0062436485             1.4395664E-7             
0.006247249              1.4560959E-7             
0.00625085               1.4726201E-7             
0.006254451              1.4891371E-7             
0.0062580514             1.5056452E-7             
0.006261652              1.5221471E-7             
0.006265253              1.5386455E-7             
0.0062688533             1.5551369E-7             
0.0062724543             1.5716262E-7             
0.006276055              1.58811E-7               
0.0062796557             1.6045936E-7             
0.006283256              1.6210738E-7             
0.006286857              1.637556E-7              
0.006290458              1.654039E-7              
0.0062940586             1.6705222E-7             
0.006297659              1.687009E-7              
0.0063012596             1.7035008E-7             
0.006304861              1.7200036E-7             
0.0063084615             1.7365102E-7             
0.006312062              1.7530267E-7             
0.0063156625             1.7695551E-7             
0.006319264              1.7861012E-7             
0.0063228644             1.8026587E-7             
0.006326465              1.8192337E-7             
0.0063300654             1.8358284E-7             
0.006333667              1.8524493E-7             
0.0063372673             1.8690902E-7             
0.006340868              1.8857577E-7             
0.0063444683             1.9024543E-7             
0.0063480693             1.9191847E-7             
0.0063516703             1.9359494E-7             
0.0063552707             1.9527488E-7             
0.0063588712             1.9695881E-7             
0.006362472              1.9864723E-7             
0.006366073              2.0034021E-7             
0.0063696736             2.0203785E-7             
0.006373274              2.0374068E-7             
0.006376875              2.0544924E-7             
0.006380476              2.0716365E-7             
0.0063840766             2.0888402E-7             
0.006387677              2.1061092E-7             
0.006391278              2.1234493E-7             
0.0063948785             2.1408597E-7             
0.0063984795             2.1583487E-7             
0.0064020804             2.1759179E-7             
0.006405681              2.1935688E-7             
0.0064092814             2.2113076E-7             
0.0064128824             2.229141E-7              
0.0064164833             2.2470705E-7             
0.006420084              2.2650984E-7             
0.0064236843             2.283231E-7              
0.006427285              2.3014731E-7             
0.006430886              2.3198335E-7             
0.0064344867             2.3383078E-7             
0.006438087              2.356905E-7              
0.0064416877             2.3756299E-7             
0.006445289              2.3944924E-7             
0.0064488896             2.4134877E-7             
0.00645249               2.4326255E-7             
0.0064560906             2.451911E-7              
0.006459692              2.4713546E-7             
0.0064632925             2.490951E-7              
0.006466893              2.5107113E-7             
0.0064704935             2.5306403E-7             
0.0064740945             2.5507467E-7             
0.0064776954             2.571033E-7              
0.006481296              2.5915023E-7             
0.0064848964             2.6121631E-7             
0.0064884974             2.6330244E-7             
0.0064920983             2.654089E-7              
0.006495699              2.67536E-7               
0.0064992993             2.6968468E-7             
0.0065029003             2.7185578E-7             
0.006506501              2.740497E-7              
0.0065101017             2.762668E-7              
0.0065137027             2.7850825E-7             
0.006517303              2.8077417E-7             
0.0065209037             2.8306548E-7             
0.0065245046             2.8538315E-7             
0.0065281056             2.8772757E-7             
0.006531706              2.9009917E-7             
0.0065353066             2.9249887E-7             
0.0065389075             2.9492773E-7             
0.0065425085             2.9738618E-7             
0.006546109              2.9987456E-7             
0.0065497095             3.0239394E-7             
0.00655331               3.049451E-7              
0.0065569114             3.075294E-7              
0.006560512              3.101463E-7              
0.0065641124             3.1279723E-7             
0.006567713              3.154829E-7              
0.0065713143             3.1820488E-7             
0.006574915              3.2096253E-7             
0.0065785153             3.2375732E-7             
0.006582116              3.2659008E-7             
0.006585717              3.2946238E-7             
0.0065893177             3.3237353E-7             
0.006592918              3.3532513E-7             
0.0065965187             3.38318E-7               
0.0066001196             3.4135337E-7             
0.0066037206             3.4443175E-7             
0.006607321              3.475536E-7              
0.0066109216             3.5072017E-7             
0.0066145225             3.5393276E-7             
0.0066181235             3.5719188E-7             
0.006621724              3.6049798E-7             
0.006625325              3.6385282E-7             
